C:\Users\sanjay\Desktop\Self drive data\IMG\center_2020_08_21_23_41_15_647.jpg, C:\Users\sanjay\Desktop\Self drive data\IMG\left_2020_08_21_23_41_15_647.jpg, C:\Users\sanjay\Desktop\Self drive data\IMG\right_2020_08_21_23_41_15_647.jpg, 0, 0, 0, 7.808849E-05
C:\Users\sanjay\Desktop\Self drive data\IMG\center_2020_08_21_23_41_15_750.jpg, C:\Users\sanjay\Desktop\Self drive data\IMG\left_2020_08_21_23_41_15_750.jpg, C:\Users\sanjay\Desktop\Self drive data\IMG\right_2020_08_21_23_41_15_750.jpg, 0, 0, 0, 7.80885E-05
C:\Users\sanjay\Desktop\Self drive data\IMG\center_2020_08_21_23_41_15_855.jpg, C:\Users\sanjay\Desktop\Self drive data\IMG\left_2020_08_21_23_41_15_855.jpg, C:\Users\sanjay\Desktop\Self drive data\IMG\right_2020_08_21_23_41_15_855.jpg, 0, 0, 0, 7.823734E-05
C:\Users\sanjay\Desktop\Self drive data\IMG\center_2020_08_21_23_41_15_963.jpg, C:\Users\sanjay\Desktop\Self drive data\IMG\left_2020_08_21_23_41_15_963.jpg, C:\Users\sanjay\Desktop\Self drive data\IMG\right_2020_08_21_23_41_15_963.jpg, 0, 0, 0, 7.833329E-05
C:\Users\sanjay\Desktop\Self drive data\IMG\center_2020_08_21_23_41_16_063.jpg, C:\Users\sanjay\Desktop\Self drive data\IMG\left_2020_08_21_23_41_16_063.jpg, C:\Users\sanjay\Desktop\Self drive data\IMG\right_2020_08_21_23_41_16_063.jpg, 0, 0, 0, 7.807897E-05
C:\Users\sanjay\Desktop\Self drive data\IMG\center_2020_08_21_23_41_16_169.jpg, C:\Users\sanjay\Desktop\Self drive data\IMG\left_2020_08_21_23_41_16_169.jpg, C:\Users\sanjay\Desktop\Self drive data\IMG\right_2020_08_21_23_41_16_169.jpg, 0, 0, 0, 7.828277E-05
C:\Users\sanjay\Desktop\Self drive data\IMG\center_2020_08_21_23_41_16_274.jpg, C:\Users\sanjay\Desktop\Self drive data\IMG\left_2020_08_21_23_41_16_274.jpg, C:\Users\sanjay\Desktop\Self drive data\IMG\right_2020_08_21_23_41_16_274.jpg, 0, 0, 0, 7.813269E-05
C:\Users\sanjay\Desktop\Self drive data\IMG\center_2020_08_21_23_41_16_381.jpg, C:\Users\sanjay\Desktop\Self drive data\IMG\left_2020_08_21_23_41_16_381.jpg, C:\Users\sanjay\Desktop\Self drive data\IMG\right_2020_08_21_23_41_16_381.jpg, 0, 0, 0, 7.811749E-05
C:\Users\sanjay\Desktop\Self drive data\IMG\center_2020_08_21_23_41_16_486.jpg, C:\Users\sanjay\Desktop\Self drive data\IMG\left_2020_08_21_23_41_16_486.jpg, C:\Users\sanjay\Desktop\Self drive data\IMG\right_2020_08_21_23_41_16_486.jpg, 0, 0, 0, 7.808562E-05
C:\Users\sanjay\Desktop\Self drive data\IMG\center_2020_08_21_23_41_16_591.jpg, C:\Users\sanjay\Desktop\Self drive data\IMG\left_2020_08_21_23_41_16_591.jpg, C:\Users\sanjay\Desktop\Self drive data\IMG\right_2020_08_21_23_41_16_591.jpg, 0, 0, 0, 8.124764E-05
